Cuenta;Nombre;Naturaleza;Cta Mayor;Cta Activa;Nivel;Tercero;Auxiliar;C. Costo
616005;ACTIVIDADES RELACIONADAS CON EDUCACION  ;D;6160;S;3;S;S;N
616099;AJUSTES POR INFLACION                   ;D;6160;S;3;S;S;N
62;COMPRAS                                 ;D;6;S;1;S;N;N
6205;DE MERCANCIAS                           ;D;62;S;2;S;N;N
620599;AJUSTES POR INFLACION                   ;D;6205;S;3;S;S;N
6225;DEVOLUCIONES EN COMPRAS                 ;C;62;S;2;S;N;N
622599;AJUSTES POR INFLACION                   ;C;6225;S;3;S;S;N
7;COSTOS DE PRODUCCION O DE OPERACION     ;D;              ;S;0;S;N;N
72;MANO DE OBRA DIRECTA                    ;D;7;S;1;S;N;N
7205;GASTOS DE PERSONAL                      ;D;72;S;2;S;N;N
720506;SUELDOS                                 ;D;7205;S;3;S;S;N
720527;SUBSIDIO DE TRANSPORTE                  ;D;7205;S;3;S;S;N
720530;CESANTIAS                               ;D;7205;S;3;S;S;N
720533;INTERESES SOBRE CESANTIAS               ;D;7205;S;3;S;S;N
720536;PRIMA DE SERVICIOS                      ;D;7205;S;3;S;S;N
720539;VACACIONES                              ;D;7205;S;3;S;S;N
720542;PRIMA EXTRALEGAL DE HABITACION          ;D;7205;S;3;S;S;N
720543;PRIMA DE EXCLUSIVIDAD                   ;D;7205;S;3;S;S;N
720544;PRIMA DE VACACIONES                     ;D;7205;S;3;S;S;N
720545;SUBSIDIO DE ALIMENTACION                ;D;7205;S;3;S;S;N
720548;BONIFICACION ANUAL                      ;D;7205;S;3;S;S;N
720551;DOTACION Y SUMINISTRO A TRABAJADORES    ;D;7205;S;3;S;S;N
720554;SEGUROS                                 ;D;7205;S;3;S;S;N
720569;APORTES AL ISS                          ;D;7205;S;3;S;S;N
720571;APORTES A CAJA DE COMPENSACION          ;D;7205;S;3;S;S;N
720575;APORTES ICBF                            ;D;7205;S;3;S;S;N
720578;APORTES SENA                            ;D;7205;S;3;S;S;N
720581;APORTES FONDO DE EMPLEADOS              ;D;7205;S;3;S;S;N
720597;TRASLADO A COSTO VTAS Y PREST DE SERVICI;D;7205;S;3;S;S;N
720599;AJUSTES POR INFLACION                   ;D;7205;S;3;S;S;N
7210;HONORARIOS                              ;D;72;S;2;S;N;N
721095;OTROS                                   ;D;7210;S;3;S;S;N
721097;TRASLADO A COSTO DE VTAS Y PREST DE SERV;D;7210;S;3;S;S;N
721099;AJUSTES POR INFLACION                   ;D;7210;S;3;S;S;N
73;COSTOS INDIRECTOS                       ;D;7;S;1;S;N;N
7305;GASTOS DE PERSONAL                      ;D;73;S;2;S;N;N
730506;SUELDOS                                 ;D;7305;S;3;S;S;N
730527;SUBSIDIO DE TRANSPORTE                  ;D;7305;S;3;S;S;N
730530;CESANTIAS                               ;D;7305;S;3;S;S;N
730533;INTERESES SOBRE CESANTIAS               ;D;7305;S;3;S;S;N
730536;PRIMA DE SERVICIOS                      ;D;7305;S;3;S;S;N
730539;VACACIONES                              ;D;7305;S;3;S;S;N
730542;PRIMA EXTRALEGAL DE HABITACION          ;D;7305;S;3;S;S;N
730543;PRIMA DE EXCLUSIVIDAD                   ;D;7305;S;3;S;S;N
730544;PRIMA DE VACACIONES                     ;D;7305;S;3;S;S;N
730545;SUBSIDIO DE ALIMENTACION                ;D;7305;S;3;S;S;N
730548;BONIFICACION ANUAL                      ;D;7305;S;3;S;S;N
730551;DOTACION Y SUMINISTRO A TRABAJADORES    ;D;7305;S;3;S;S;N
730554;SEGUROS                                 ;D;7305;S;3;S;S;N
730563;CAPACITACION AL PERSONAL                ;D;7305;S;3;S;S;N
730566;GASTOS DEPORTIVOS Y DE RECREACION       ;D;7305;S;3;S;S;N
730569;APORTES AL ISS                          ;D;7305;S;3;S;S;N
730571;APORTES A CAJAS DE COMPENSACION.        ;D;7305;S;3;S;S;N
730575;APORTES ICBF                            ;D;7305;S;3;S;S;N
730578;APORTES SENA                            ;D;7305;S;3;S;S;N
730581;APORTES FONDO DE EMPLEADOS              ;D;7305;S;3;S;S;N
730595;OTROS                                   ;D;7305;S;3;S;S;N
730597;TRASLADO A COSTO DE VTAS Y PREST DE SERV;D;7305;S;3;S;S;N
730599;AJUSTES POR INFLACION                   ;D;7305;S;3;S;S;N
7310;HONORARIOS                              ;D;73;S;2;S;N;N
731095;OTROS                                   ;D;7310;S;3;S;S;N
731097;TRASLADO A COSTO DE VTAS Y PREST DE SERV;D;7310;S;3;S;S;N
731099;ALUSTES POR INFLACION                   ;D;7310;S;3;S;S;N
7315;IMPUESTOS                               ;D;73;S;2;S;N;N
731540;DE VEHICULOS                            ;D;7315;S;3;S;S;N
7320;ARRENDANIENTOS                          ;D;73;S;2;S;N;N
732010;CONSTRUCCCIONES Y EDIFICACIONES         ;D;7320;S;3;S;S;N
732095;OTROS                                   ;D;7320;S;3;S;S;N
732097;TRASLADO A COSTO DE VTAS Y DE PREST SERV;D;7320;S;3;S;S;N
7330;SEGUROS                                 ;D;73;S;2;S;N;N
733005;MANEJO                                  ;D;7330;S;3;S;S;N
733010;CUMPLIMIENTO                            ;D;7330;S;3;S;S;N
733025;INCENDIO                                ;D;7330;S;3;S;S;N
733035;SUSTRACCION                             ;D;7330;S;3;S;S;N
733040;FLOTA Y EQUIPO DE TRANSPORTE            ;D;7330;S;3;S;S;N
733060;RESPONSABILIDAD CIVIL EXTRACONTRACTUAL  ;D;7330;S;3;S;S;N
733070;ROTURA DE MAQUINARIA                    ;D;7330;S;3;S;S;N
733095;OTROS                                   ;D;7330;S;3;S;S;N
733097;TRASLADO A COSTO VTAS Y PREST DE SERVIC ;D;7330;S;3;S;S;N
733099;AJUSTES POR INFLACION                   ;D;7330;S;3;S;S;N
7335;SERVICIOS                               ;D;73;S;2;S;N;N
733520;PROCESAMIENTO ELECTRONICO DE DATOS      ;D;7335;S;3;S;S;N
733595;OTROS                                   ;D;7335;S;3;S;S;N
733597;TRASLADO A COSTO VTAS Y PREST DE SERVIC ;D;7335;S;3;S;S;N
733599;AJUSTES POR INFLACION                   ;D;7335;S;3;S;S;N
7345;MANTENIMIENTO Y REPARACIONES            ;D;73;S;2;S;N;N
734510;CONSTRUCCIONES Y EDIFICACIONES          ;D;7345;S;3;S;S;N
734515;MAQUINARIA Y EQUIPO                     ;D;7345;S;3;S;S;N
734520;EQUIPO DE OFICINA                       ;D;7345;S;3;S;S;N
734525;EQUIPO DE COMPUTACION Y COMUNICACION    ;D;7345;S;3;S;S;N
734540;FLOTA Y EQUIPO DE TRANSPORTE            ;D;7345;S;3;S;S;N
734597;TRASLADO A COSTO  VTAS Y PREST DE SERVIC;D;7345;S;3;S;S;N
734599;AJUSTES POR INFLACION                   ;D;7345;S;3;S;S;N
7360;DEPRECIACIONES                          ;D;73;S;2;S;N;N
736010;MAQUINARIA Y EQUIPO                     ;D;7360;S;3;S;S;N
736015;EQUIPO DE OFICINA                       ;D;7360;S;3;S;S;N
736020;EQUIPO DE COMPUTACION Y COMUNICACION    ;D;7360;S;3;S;S;N
736025;EQUIPO MEDICO Y CIENTIFICO              ;D;7360;S;3;S;S;N
736035;FLOTA Y EQUIPO DE TRANSPORTE            ;D;7360;S;3;S;S;N
736097;TRASLADO A COSTO VTAS Y PREST DE SERVIC ;D;7360;S;3;S;S;N
736099;AJUSTES POR INFLACION                   ;D;7360;S;3;S;S;N
7395;DIVERSOS                                ;D;73;S;2;S;N;N
739510;LIBROS-SUSCRIP-PERIODICOS-REVISTAS      ;D;7395;S;3;S;S;N
739525;ELEMENTOS DE ASEO Y CAFETERIA           ;D;7395;S;3;S;S;N
739530;UTILES-PAPELERIA-FPTOCOPIAS             ;D;7395;S;3;S;S;N
739535;COMBUSTIBLES Y LUBRICANTES              ;D;7395;S;3;S;S;N
739545;TAXIS BUSES                             ;D;7395;S;3;S;S;N
739595;OTROS                                   ;D;7395;S;3;S;S;N
739597;TRASLADO A COSTO VTAS Y PREST DE SERVIC ;D;7395;S;3;S;S;N
739599;AJUSTES POR INFLACION                   ;D;7395;S;3;S;S;N
